"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
County
GeoFips,GeoName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
13129,"Gordon, GA",2959,3129,3391,3788,4390,4253,4590,5038,5296,5730,6324,6623,7463,7941,8747,9846,10432,11646,12241,13464,14254,15026,15190,16356,16911,17998,18495,19061,19639,21026,21662,22339,22853,23147,23797,25472,27215,27941,27953,27257,26260,26458,27387,28247,29785,31176,32612,32801,36082,35246,36443,38180,43088,45387,45960
13131,"Grady, GA",2394,2528,2799,3069,3595,3857,4056,4465,4238,5189,5725,5736,6512,6898,7585,8515,9229,9798,10363,10992,11911,12451,13283,13794,14151,15046,15540,16093,16746,17847,18825,19776,20803,21390,20609,22431,24214,24382,24769,26200,27167,27155,28785,28175,28167,27685,29304,29506,30560,30928,31870,35389,39414,38461,39758
13133,"Greene, GA",2083,2195,2346,2675,3015,3211,3622,4005,4327,4615,5259,6204,6681,7110,7816,8901,9369,10355,10686,11218,12177,13229,13723,14788,15426,16945,17913,19118,20154,21619,22850,23767,25258,25935,27286,27971,29770,31002,32074,34935,36779,38531,40317,42351,41847,44674,48128,50387,54393,58710,60819,64277,73024,79451,82896
13135,"Gwinnett, GA",3538,3706,4354,5273,5448,5753,6133,6801,7574,8486,9577,10769,12034,12703,13659,15219,16404,17406,18017,19262,19960,21044,21388,22562,23427,24523,25698,27077,27767,29416,30611,32255,32536,32047,32494,33300,34059,34577,34266,33990,32126,32067,33969,34341,34898,36327,37880,38520,39632,41176,42765,46112,50066,51729,54331
13137,"Habersham, GA",2463,2577,2828,3099,3564,3737,4113,4604,5025,5551,6163,6747,7482,7985,8929,10132,10744,11658,11932,13203,14388,15199,15757,16557,17174,18102,18773,19387,20385,22049,22263,22584,23520,23743,24149,25004,25401,24995,26011,27455,26558,26857,27041,27497,28966,30282,31104,31793,32824,33980,34865,36955,39366,40550,40806
13139,"Hall, GA",3119,3279,3419,3813,4187,4494,4884,5477,6064,6858,7537,8376,9225,9766,10528,12024,12887,13830,14322,15252,16202,16768,17015,17976,18800,19840,20395,21301,21643,23213,24383,25315,25825,26374,27727,29419,30800,31639,32233,31437,30628,30908,33106,33891,34576,36577,39217,40410,42772,45139,46350,49283,55114,57126,60036
13141,"Hancock, GA",1770,1890,1971,2193,2432,2770,3096,3425,3750,4468,5009,5512,6128,6712,7150,7632,8127,8755,9047,9691,10574,11178,11336,12065,12535,13083,13359,13926,13910,13496,13775,13958,14784,16437,17165,18238,19053,19674,20451,21173,22138,20909,22446,22582,23310,25020,25933,26448,27648,29368,30640,33359,35097,36195,36621
13143,"Haralson, GA",3186,3390,3556,3879,4221,4543,4788,5229,5712,6280,7174,7519,8160,8788,9490,10332,10637,11218,11562,12454,13036,13684,14371,15117,15782,16714,17593,18402,18845,19744,20774,21380,21857,22233,22601,23832,24557,25839,27117,27721,26837,27416,28805,29634,29941,31409,32954,34083,35165,36483,38049,40557,44224,45239,46887
13145,"Harris, GA",3130,3432,3769,4139,4482,4877,5215,5778,6151,6653,7266,8184,9537,10296,11061,12427,13062,13597,14240,14905,16068,16835,17672,19133,19579,20384,21717,23626,25902,28262,29409,30693,30015,30353,30748,32176,32775,33603,35592,37253,36177,36478,38802,39798,40430,41739,43564,45069,46490,48776,50076,53152,56765,57319,60495
13147,"Hart, GA",2586,2731,2826,3157,3566,3720,4009,4722,5206,5582,6516,6856,7766,8225,9023,10265,10650,11444,12150,13307,14353,14581,14895,15356,15703,16311,16882,17452,18283,19285,20222,21105,22436,22190,22619,24210,24623,24634,26792,28070,27003,28190,28607,30169,31001,32859,34312,34264,36504,38266,39089,41271,43869,46161,46368
13149,"Heard, GA",2188,2285,2403,2980,3983,5385,5425,6645,6216,6394,6235,6588,7318,7869,8338,8971,9221,9397,9770,10354,10787,11783,12223,13399,13943,15159,15924,16771,17807,18881,19003,18915,20724,20966,20952,21961,22164,22261,23297,23989,23913,24419,25544,26520,26718,28342,29263,30220,31404,32537,34228,36259,41117,41139,41968
13151,"Henry, GA",3102,3238,3666,4258,4726,5000,5317,5989,6766,7549,8384,9467,10784,11420,12280,13441,14392,15210,15943,16458,16833,17028,17655,18843,19671,20547,21884,22574,23799,24547,25898,27652,28354,27889,28133,28017,28964,30614,31950,32460,31137,30884,32342,32377,33366,34263,35851,36956,37810,39033,39757,43563,46638,47590,49576
13153,"Houston, GA",3825,4412,4722,4997,5376,5847,6218,6469,7128,7734,8278,8824,9793,10738,11598,12685,13519,14194,14508,15412,16468,17597,18001,18981,19502,19759,20979,21575,22359,23357,24475,25523,27065,28561,29872,30143,31629,32938,33823,34835,35262,35964,37142,37027,36662,37665,39104,39394,40513,41636,42824,45484,49419,48502,50250
13155,"Irwin, GA",2430,2671,3071,3287,4004,4511,4329,4264,4082,5456,5695,4993,7252,7625,8059,10564,10579,10422,10619,12137,12886,13490,14379,15389,15294,17200,17657,18367,18220,18871,19776,20140,21037,22499,22842,23001,24186,23330,25071,25204,25485,26050,29307,27490,28007,28275,30630,30216,31120,32128,34311,37260,42700,44027,45263
13157,"Jackson, GA",2590,2680,2798,3151,3671,3835,4378,4750,5177,5748,6276,6943,7763,8428,9133,10310,10684,11580,11557,12949,14314,14779,15155,15699,16942,18301,19561,20782,21789,22561,22912,23534,24872,24811,26069,27486,28784,29389,29877,29967,28726,29239,30487,32354,33269,34551,36443,39388,40975,42792,44010,46597,52143,56230,58834
13159,"Jasper, GA",2698,2903,3183,3455,3839,3918,4116,4757,5181,6124,6733,7660,8420,9871,10078,10851,11585,12381,12392,12491,13558,14208,14347,15235,15946,16993,18531,19186,20075,21281,21663,22540,24018,23170,23274,25749,26498,27618,29188,29335,28173,28174,27704,30194,30114,32263,33386,35100,38585,37018,39410,42240,46208,47025,49780
13161,"Jeff Davis, GA",2903,2839,3123,3616,3898,4316,4599,5169,4986,6030,6924,6991,8391,8637,9133,10019,10552,10980,11459,12054,13158,13754,14153,14973,15177,16259,17390,18175,18528,19500,19836,20584,20951,20841,21630,22116,22612,23370,24421,24024,23738,24487,26476,26925,27966,28785,28994,28542,28710,30233,31906,34951,37926,37649,38657
13163,"Jefferson, GA",2189,2442,2780,3090,3619,3820,3719,4168,4509,4981,6087,5918,6733,7013,7598,8472,9045,9353,10106,11190,11898,12477,13594,14392,14602,15424,15890,16618,17023,17409,18077,18881,19614,20015,20837,21838,22461,23364,24100,25733,25917,25870,27592,27866,27732,28019,29045,30426,32049,32043,33740,38530,42705,42441,45063
13165,"Jenkins, GA",2107,2336,2639,2877,3487,3716,3842,4126,4389,4685,5657,5368,6470,7489,7764,9338,9882,10474,10549,11400,11624,11751,13052,13641,13731,14700,14832,16161,16803,16594,17717,18379,18415,18615,19694,20251,22381,22674,24258,25633,24458,24971,27604,24738,25361,26039,27469,28143,28665,29193,31177,35493,37731,36612,38045
13167,"Johnson, GA",2057,2348,2623,2929,3566,3654,3815,4220,4517,5019,6094,6074,6989,7517,8103,8604,8911,9241,10278,11216,11836,11703,12329,13295,14126,15257,15688,16467,17371,17429,18064,18588,19054,18321,19278,18687,19025,19491,19088,19883,20304,20655,21540,21708,22224,23094,23681,24532,25095,25881,27497,30809,34595,32515,34237
13169,"Jones, GA",3072,3034,3088,3476,3901,4361,4690,5149,5505,6117,6994,7708,8826,9365,10044,10933,11721,12560,13439,14533,15561,16171,16602,17484,18186,19098,19647,20532,21151,21723,23082,23886,23784,23689,23800,25979,26855,27934,29124,29140,29087,29985,31198,31851,32236,33018,34877,35170,36576,37423,38422,40505,44453,44111,45119
13171,"Lamar, GA",2542,2643,2835,3187,3744,4139,4352,4883,5498,6015,6659,7459,8118,8633,9090,9629,10153,10781,10774,11403,12186,13049,13462,14099,15022,15778,16582,17926,18987,19967,20757,21499,22534,23295,23689,24250,24274,25374,26424,26327,26345,26385,27898,29236,28946,29475,30827,31552,32920,34083,35775,38036,43577,44382,45645
13173,"Lanier, GA",2822,3028,3207,3673,4034,4520,4666,4906,4783,5805,5999,6288,6999,7714,8075,8974,9232,9982,10663,11856,12623,12884,13555,14599,14113,14895,16022,16348,16676,16906,17859,18981,19730,20534,20421,20592,20743,20853,20782,20137,20028,21483,23060,23369,23357,24744,25781,26128,27698,29271,30673,33181,35842,34297,35327
13175,"Laurens, GA",2508,2810,3102,3529,3943,4205,4497,4946,5245,6210,7022,7291,8336,8949,9635,10071,10531,11067,11858,13060,14561,14634,15394,16297,16866,18010,18710,19329,19923,20872,21346,22449,23413,23894,24219,25534,26394,27816,28902,29711,29291,29688,30653,30027,30322,31116,32452,33758,34650,36081,36760,40174,43900,43178,45805
13177,"Lee, GA",2689,2783,3273,3785,4105,4411,4081,4560,4853,5940,6699,7507,8719,9095,9595,10569,10822,11300,11843,12795,13334,14097,15509,16277,17156,19228,20304,21147,21173,21631,22341,23633,24588,24757,25302,26402,28216,29172,30969,33980,34673,35285,36666,38642,38667,39684,40358,40787,42017,42712,43484,47096,51606,51788,53825
13179,"Liberty, GA",3163,3841,3981,4300,4783,5309,5182,6238,7141,7291,8140,8571,8828,9524,9829,9980,10583,11008,11073,11174,11510,11232,11995,13437,14231,14302,15275,15813,16015,16767,17557,18362,19215,20640,23843,24251,24607,26882,27066,29054,27912,30314,31258,30633,30494,30629,32398,32376,33484,35476,35185,37860,40896,40145,41343
13181,"Lincoln, GA",2756,2735,2811,3049,3276,3660,3934,4390,4686,5201,5764,6622,7173,7764,8560,9538,9933,10738,11097,11798,12955,13616,14031,14706,15576,16070,16588,16766,17294,18643,19486,19972,20405,21068,22383,23644,24526,24544,25695,26247,27545,28720,29758,31040,31078,32218,34377,35121,36587,37415,40442,44684,47721,46639,48452
13183,"Long, GA",1981,2315,2620,2813,3230,3612,3980,4279,4209,5073,5589,6025,6439,6942,7228,8032,8153,8779,9686,10051,10673,10628,12216,12015,12226,12308,12993,13179,13705,14518,15141,16215,17651,18286,19813,19473,20522,20114,21349,21015,21719,23685,26874,26741,31143,30612,30934,30284,31466,32763,33901,36265,40511,39205,40741
13185,"Lowndes, GA",3050,3400,3602,3884,4100,4482,4722,5259,5654,6512,7166,7676,8539,9249,9774,10600,11341,11690,12379,13496,14563,15032,15561,16409,16815,17439,18611,19219,19928,21048,21552,22254,23265,24538,25590,26401,27511,27853,29009,29886,29491,30426,30966,30432,31197,32399,33525,34443,35446,36823,37709,41443,44291,43835,45758
13187,"Lumpkin, GA",2637,2547,2766,3066,3873,3883,4596,4913,5232,6068,6332,6875,7651,7903,8708,10161,10707,11549,11699,12679,13944,14234,14119,14976,16153,17087,18057,18606,19408,20965,21191,22263,22371,22247,22459,24309,25249,26017,27176,27438,27157,27583,29067,29658,30958,32295,34522,35536,36497,38466,39634,41686,47607,47008,49173
13189,"McDuffie, GA",3272,3376,3677,4026,4146,4356,4527,5193,5711,6213,6907,7526,8220,8529,9025,9905,10552,11064,11551,12504,13587,14573,15417,15955,16414,17448,18233,18963,19485,21386,21769,23131,24067,24575,25863,27488,27964,28247,28302,28388,28195,28541,30270,29368,29923,30822,32277,32998,34404,35034,37320,41213,43686,43320,44291
13191,"McIntosh, GA",1738,2017,2207,2165,2395,2748,3202,3708,3976,4741,5368,6112,6566,6805,7148,7902,8536,9020,8971,9871,10835,11395,11983,12540,13312,14410,15474,16105,16035,17314,17824,18217,18136,18967,19831,20899,21360,21946,22215,22546,22582,23095,24945,26766,27310,29007,31657,33634,35539,38632,40185,44564,47686,48910,50929
13193,"Macon, GA",2049,2381,2637,2726,3289,3423,3625,3902,4016,4569,5298,6202,6106,6361,6636,8447,8916,9405,10113,11061,12010,12827,13369,14326,14606,15772,15986,17058,16895,17710,18549,18461,19363,18880,19293,19957,20608,18895,20183,21764,20843,21300,23349,25582,27393,29260,30350,29625,31954,30831,33074,36031,39911,44156,41839
13195,"Madison, GA",2482,2529,2690,2981,3374,3687,4157,4629,5119,5833,6930,6580,7499,8082,8713,9903,10428,11594,11858,12887,13992,14365,14738,15497,16210,17506,18384,20634,21680,22579,23069,23487,24537,24457,24585,26030,26253,26140,26707,27880,27551,27647,28270,30006,31398,32325,34317,34518,36200,36983,38382,39237,43669,47184,46890
13197,"Marion, GA",2411,2434,2613,2898,3516,3712,3795,4245,4066,4652,5193,5550,7013,7539,7872,8591,8631,9073,9690,10807,11109,11435,11926,13325,13243,14055,14392,16452,17100,18649,19156,19830,20080,19921,20468,21004,21870,20208,20921,22021,20873,20194,22159,23109,25288,25772,27395,28170,30034,31995,32741,35477,40048,38561,39386
13199,"Meriwether, GA",2274,2583,2771,3161,3562,3728,3920,4313,4651,5264,5870,6354,6970,7477,7802,8284,8696,9071,9606,10291,10970,11609,12237,13035,13678,14593,15781,17253,18033,19370,20525,21492,20519,20940,22018,22659,23280,23581,25111,26225,26421,27669,28937,28672,28849,30505,31263,32565,33527,34988,36793,40521,44139,44563,46981
13201,"Miller, GA",2239,2519,2954,2858,3672,4128,4364,4779,3660,5474,6123,5141,6844,7058,7666,10609,10429,10850,11210,12213,13213,13907,15475,16059,16119,18935,20142,20657,20245,20654,22030,22895,23952,25526,26581,27577,28591,28656,28756,30172,30154,30570,34101,33837,34011,33935,35783,35958,37847,41653,44597,47676,52636,52307,52904
13205,"Mitchell, GA",2418,2682,2896,3183,3544,3868,4092,4582,4447,5630,5750,5969,7061,7708,8219,9161,9505,9812,10472,11373,12408,13069,13895,14589,14629,16028,16764,17263,17705,18081,18451,18638,22163,23039,23102,22615,23754,23257,24988,26035,26100,25852,27508,28609,29077,29709,32564,32350,33793,33745,36100,40798,44957,45403,44877
13207,"Monroe, GA",2973,3168,3297,3604,3935,4161,4540,5014,5447,6257,6935,7921,9177,9711,10331,11323,11646,12633,13287,14031,14298,14802,15323,16199,17189,18159,19137,20122,21029,23309,23449,24557,25497,25259,25327,28081,29239,30001,30891,33380,33092,33598,36416,36535,37038,38995,41020,41465,42846,44480,46208,48331,53806,54718,56136
13209,"Montgomery, GA",2229,2701,3057,3527,4046,4110,4294,4558,4304,5087,6085,6214,7052,7895,8096,8854,9181,9508,10170,10905,12186,12825,13367,13774,13698,14483,15020,15883,16221,17102,17636,18574,18720,19500,20150,20559,21287,21923,23006,23952,24242,24948,25548,26343,26505,26832,29214,29882,30049,30191,31021,34898,38661,36905,37828
13211,"Morgan, GA",2564,2818,3180,3589,4053,4157,4424,4987,5489,6268,6881,7506,8392,8979,9660,10913,11351,12279,12534,13408,14785,15578,16193,17311,18146,19825,20252,21880,22453,23754,25433,26533,27726,28085,28726,30601,31792,32848,34836,35196,35401,33596,35435,37417,37593,40183,42666,43939,47257,49170,50821,53512,60541,61293,63507
13213,"Murray, GA",2745,2795,3141,3566,3947,3935,4293,4772,5144,5740,6340,6557,7173,7253,8326,9307,9907,10721,11455,12079,12564,12906,13103,14340,15223,16230,16622,17430,17771,18439,19025,20134,20461,20723,20897,21570,22141,22225,22846,23436,22484,23431,24057,24697,25535,26669,27509,28161,29336,30320,31194,33618,37345,38242,38846
13215,"Muscogee, GA",4099,4100,4292,4563,5245,5539,5861,6283,6794,7428,7854,8459,9404,10186,10849,11942,12748,13585,14276,15461,15988,17219,18030,18790,19198,19903,20785,21550,22652,24513,25466,26623,27957,29416,30847,31252,32421,33342,34578,35118,33536,34784,36621,36409,34997,36135,37996,38733,39941,40994,41394,44110,47719,49232,51442
13217,"Newton, GA",2892,3102,3254,3629,3764,4153,4347,4808,5316,6119,6883,7793,8388,8827,9689,10663,11610,12356,12692,13340,14036,14715,14844,15850,16688,17680,18714,19948,19822,21218,22385,23909,24398,24331,24542,25067,25723,26449,26927,27594,26767,26665,27961,28293,29136,29804,31197,31969,32810,33990,34981,38557,42087,42052,43952
13219,"Oconee, GA",2706,2784,3041,3364,3883,4417,4876,5523,6093,7040,7893,8383,9639,10477,11610,12828,13806,15346,15837,17215,18516,19150,19745,20548,22149,23841,25213,25713,26303,28176,28584,30461,32255,31890,32387,35471,39430,42013,45089,46386,45113,45242,46463,50256,49569,53827,57860,58465,62471,64607,66275,70139,75826,83265,87461
13221,"Oglethorpe, GA",2135,2184,2411,2807,3402,3464,3899,4280,4610,5529,6029,6219,7103,7940,8742,9511,9890,10971,11017,12312,13487,14244,14732,15463,16075,17116,17663,18868,19392,19796,21253,22425,23569,22709,23161,24552,26018,25188,27910,29019,28231,27651,28767,31672,32353,34724,35441,35643,37306,37438,38353,39678,44338,47061,47014
13223,"Paulding, GA",2735,2684,2905,3259,3664,3850,4288,4678,4958,5696,6551,7435,8188,8869,9669,10991,11926,12720,13148,13571,13704,14436,14935,16027,16700,17364,18462,19623,20036,20818,22030,24246,22624,21805,21746,24176,26204,27817,28856,30107,28923,28348,29836,30901,31286,32752,34719,36130,37463,38869,40438,43230,46912,47668,50181
13225,"Peach, GA",3277,3579,3850,3853,4573,4964,5439,5969,6372,6901,7281,8145,9440,10280,10965,11567,12123,12881,13815,14617,15854,16710,17610,18007,18637,19025,19937,20327,21304,21822,22779,22695,23070,23550,24215,25265,26339,27058,28294,28448,28341,28476,30312,30395,31275,32614,34433,35137,36827,36616,38290,41071,44926,44579,46062
13227,"Pickens, GA",2673,2834,3069,3419,3821,4128,4750,5137,5621,6191,6728,7304,8132,8707,9570,10768,11526,12616,13364,14270,14728,15789,16035,17459,18572,19797,21366,23235,23806,25583,26620,26759,28278,28622,28747,31521,32679,33830,35388,35647,34977,35634,37279,37710,38463,39680,41838,44281,45919,47018,49057,51501,58192,60575,63367
13229,"Pierce, GA",2847,2990,3225,3523,3919,4436,4523,4501,4403,5436,5456,6100,7140,7626,8461,9270,9410,9967,10793,11391,12241,12981,13654,14785,15196,16091,16775,17589,18221,19083,19844,20766,21464,21777,22893,22838,23354,24001,25351,27171,28256,28680,29516,29113,29511,30212,32126,33310,34665,35176,36817,40096,42709,41894,42832
13231,"Pike, GA",2329,2575,2811,3095,3520,3958,4433,4874,5336,6061,7084,7533,8359,8766,9500,10204,10728,11760,12462,13071,13836,14597,15113,16031,16913,17314,17906,19656,20227,21162,21524,23083,24064,23565,23880,25454,26805,27782,28749,29653,29259,28633,30785,31450,31970,33496,35043,37650,38558,40314,42223,44542,49110,50567,52786
13233,"Polk, GA",2620,2750,2913,3175,3541,3919,4303,4808,5259,6021,6645,7280,7925,8249,8815,9653,10236,10943,11486,11994,12741,13506,13580,14119,14691,15236,15750,16457,17201,17742,18648,19425,20719,21353,21987,23175,23463,24552,25811,26022,25469,25836,26577,26739,26741,28150,29458,30585,30844,32071,33342,36134,39380,40471,41831
13235,"Pulaski, GA",3118,3493,3968,4083,4853,4983,4948,5417,5479,5995,6575,6422,7917,8612,8871,10496,10623,10614,11622,12991,14149,14586,16265,17280,17575,18770,19285,21301,22113,22094,23195,23706,23895,23754,25234,24087,23830,24131,23992,24086,22286,22824,25505,26461,26805,27318,29092,30413,32656,34073,35017,37418,42601,40972,41152
13237,"Putnam, GA",2599,2767,2963,3421,3694,3985,4399,5044,5407,6344,6461,7200,8053,9009,9506,10452,11180,11946,12352,12774,14010,14965,15011,16170,17041,18036,18996,20313,21273,22362,22973,24062,25504,25599,26046,26816,28960,30693,31889,31551,30999,31246,32549,33502,34310,36299,37704,39153,41272,44139,45147,49042,53333,56375,58653
13239,"Quitman, GA",1646,1844,2319,2423,2822,3175,3384,3783,4007,4399,4835,5228,6206,6488,6800,8538,8958,9977,10294,10991,11635,12032,13173,13999,14452,15028,15278,15730,16173,16425,17819,18907,22002,23857,24986,22282,22034,21490,21665,21541,22808,23235,24153,24285,26056,26657,27769,27930,28881,31237,32584,39840,38421,38170,39745
13241,"Rabun, GA",2184,2452,2650,2687,3140,3466,3717,4013,4518,5381,5643,6140,6713,6971,7614,8683,9596,10117,10640,11373,12226,13304,13796,14797,15560,17119,18200,18871,19898,21115,21971,23458,24214,23569,24685,26994,28660,29211,30032,29990,29284,29748,30718,32162,32707,34204,36698,39107,40998,41014,42770,45603,51221,51594,54148
13243,"Randolph, GA",2205,2306,2710,2807,3429,3763,3739,3867,3934,4607,4790,5067,5892,6221,6771,8465,8826,9510,10016,10547,11453,11904,12566,13415,13443,14740,15401,16600,16974,17239,18038,18337,19475,21413,21797,21648,21956,22917,23868,25741,24772,25472,27350,28594,28982,27241,29265,29657,31559,32877,35438,40426,43582,43105,45285
13245,"Richmond, GA",3489,3583,3870,4184,4663,5165,5511,6015,6491,6936,7590,8207,9115,10386,11074,12285,13133,14139,14537,15563,16506,17438,17363,17593,18128,18662,19147,20234,20525,21725,22399,23182,23978,25436,26533,27618,28030,28722,29600,29597,29784,30491,32099,30947,30818,31935,33599,33801,35347,36368,37599,41200,43648,43788,45441
13247,"Rockdale, GA",3346,3542,4021,4661,4815,5126,5365,5874,6509,7392,8398,9849,10861,11539,12580,13810,14986,15580,16086,17096,17733,18630,18773,19564,20460,21813,22538,24310,25036,26036,27379,28205,28771,28938,29233,29289,29195,29800,30226,30059,29744,29900,31193,30426,30189,31180,32402,32909,33217,34128,35448,39171,42060,41751,43568
13249,"Schley, GA",2648,2935,3833,4399,4694,4714,4753,5140,5211,5755,6178,6397,7252,7611,8096,9711,10343,10856,11118,11840,12883,13562,14080,14876,15695,16541,17468,18926,18887,19027,20090,20410,21658,21883,22609,23314,24632,25263,26249,26458,24380,25229,25817,27155,27474,29200,31285,31141,33063,35637,36518,40072,45008,44323,45658
13251,"Screven, GA",1992,2343,2647,3124,3883,4130,4145,4194,4241,5372,6161,5863,7036,7819,8411,9398,9784,9835,10244,11261,12447,13407,14371,15160,15171,16290,16494,17120,17236,17444,18117,18458,18685,19120,20175,20579,20850,21549,22536,23235,23916,24914,27629,29101,29062,29315,30169,31115,32518,33379,34305,37682,40788,41260,42295
13253,"Seminole, GA",2529,2753,3007,3095,3713,4016,4255,4819,4217,5281,5901,5808,7517,8031,8704,9832,9957,10261,10793,11597,12290,12761,13614,14957,15325,17314,18910,18864,19387,20048,21724,22682,23930,24001,24816,23610,24854,25196,25800,27876,30082,31164,35473,39125,38632,37765,36995,36495,36992,37011,40683,45054,47235,45171,47396
13255,"Spalding, GA",2970,3258,3518,3803,4167,4587,4949,5345,5818,6490,7174,7813,8488,8955,9548,10308,10917,11557,12194,13068,13918,14618,14982,15637,16165,17092,18146,19723,20672,21863,22579,23228,23834,24321,24688,25537,25895,26511,27206,27337,27071,27897,29526,29290,29486,30426,31627,32695,33025,34078,35716,38499,43034,42870,44742
13257,"Stephens, GA",2565,2722,2930,3357,3699,4118,4408,4865,5383,6062,6539,6952,7540,7922,8749,9534,10223,11208,11823,12673,13823,14423,15036,15936,16715,17557,18545,19585,20546,21491,21786,22680,22969,22843,22841,23558,24031,25026,26260,27214,27381,28208,29378,30117,31375,33904,35711,34660,35839,35901,36180,39374,43644,45412,46093
13259,"Stewart, GA",2546,2598,2926,3311,3572,3626,3831,4274,4276,4946,5255,5555,6625,7440,7493,8587,8893,9239,9786,10565,11162,11787,12367,12906,13100,14184,15108,15951,17051,17677,19215,19745,20500,20757,20304,19862,19637,19333,19873,20094,18291,19572,21262,21083,24102,23161,23393,24064,24812,26293,27794,30903,34013,36565,36853
13261,"Sumter, GA",2658,2867,3124,3536,3959,3988,4132,4655,4799,5695,6291,6823,7774,7983,8665,9978,10456,11073,11731,12943,13420,14027,14725,15220,15877,17531,19019,19539,20005,20593,20815,20938,21430,22117,23010,24268,25056,25598,26081,26891,27054,27470,29807,29949,29976,31077,32064,32710,34494,34714,36715,40142,43601,43918,45394
13263,"Talbot, GA",1946,2042,2244,2620,2953,3142,3411,3759,3990,4559,4982,5856,6427,6885,7403,8096,8334,8720,9209,9910,10550,11259,11926,12473,13020,14270,14904,15124,15406,16353,17666,18195,20188,21106,22198,22417,22630,23111,23849,24957,25235,25751,27015,28029,29579,30520,31484,33898,35754,35686,37894,43382,47665,45894,49053
13265,"Taliaferro, GA",1966,2223,2388,2609,2981,3117,3734,4323,4678,5279,6227,6994,7449,7725,8338,9367,9430,10141,10453,10880,11991,12615,13278,13901,14462,15149,14744,14893,15296,15736,16733,16010,17768,17273,18488,18708,18899,17779,20043,22087,23339,23659,25456,26995,28491,30958,32405,30599,32643,32706,37801,38187,41489,43516,41595
13267,"Tattnall, GA",2108,2331,2501,2977,3522,3834,3982,4141,3990,4817,5482,5605,6880,7767,8045,9128,9337,10160,10333,11326,12715,13484,14453,14844,15060,16567,17425,17584,18299,18611,18665,18743,19458,19392,20755,21586,22620,22564,24780,25477,24358,23940,24260,25382,25782,27170,29241,28621,30525,30487,31247,30908,35093,36912,35381
13269,"Taylor, GA",2374,2632,3097,3284,3884,3927,4245,4562,5068,5681,6239,6702,7627,8012,8563,9302,9801,10543,10956,11742,12914,13026,13764,14790,14848,15282,15805,16732,16873,17626,18363,18950,20612,20621,21292,20921,20641,20352,21728,22245,22945,22861,25067,25096,26188,26080,27389,31165,29656,31212,33114,35148,39841,38507,42058
13271,"Telfair, GA",2378,2444,2708,2930,3501,3649,4081,4263,4376,5007,5352,5770,6855,7518,7860,8829,8982,9473,10127,11124,12212,12715,13331,13514,14612,14980,15583,16202,16844,17133,17767,17508,18237,18480,17153,16879,17317,17271,17248,17212,16950,17062,18784,19101,18785,20256,21400,22934,23916,24715,25520,27938,30518,28959,34086
13273,"Terrell, GA",2262,2384,2751,2822,3375,3743,3978,4203,4279,4514,4883,4878,6156,6500,6863,7984,8108,8785,9170,10096,10821,11877,13038,14030,14253,15840,15637,16876,17291,18042,18595,19522,21201,22726,23220,23784,25221,25675,28592,29218,30097,30361,33776,35050,35882,36061,34155,35002,35391,36456,39146,42818,47820,46980,48546
13275,"Thomas, GA",2630,2992,3267,3568,3981,4424,4413,4967,5406,6186,6701,7319,8247,8765,9270,10433,10924,11686,12090,13370,14147,15187,16253,17229,18023,19257,19734,20881,21551,22129,23446,23740,25565,26158,27742,28897,30334,31831,32940,32310,32167,33254,35583,36131,35928,36877,39623,39248,41091,43116,43701,47526,53047,54279,57135
13277,"Tift, GA",2649,2880,3140,3333,3738,4144,4286,4763,5119,6008,6447,6645,7912,8469,9108,10309,10794,11303,11700,12689,13767,14675,15344,16130,16946,18094,18980,19658,20374,21554,21625,22757,23111,23762,24715,25644,26626,27146,27623,28137,28248,29198,30673,30583,30992,32760,35700,34442,35082,36481,37630,41573,45183,46098,48399
13279,"Toombs, GA",2358,2581,2873,3306,3597,4091,4200,4692,4839,5581,6149,6460,7482,8109,8630,9554,9915,10753,11305,12071,13065,13688,14552,15148,15406,16761,17770,17835,18491,19246,20051,20789,20915,21437,22419,23493,23961,25545,26749,27626,28415,29053,30477,30646,31392,31716,32889,33324,33536,34478,35317,39597,42946,42852,44036
13281,"Towns, GA",1956,2062,2227,2648,2941,3050,3421,3688,3848,4353,4738,5138,5700,6214,6900,8275,9013,9727,10196,11101,12026,13320,13802,14782,15650,16525,17991,19157,20222,21645,22404,23408,23658,24715,24435,26147,27846,28643,29228,28343,28372,28927,30573,31401,31255,31358,33452,34655,36103,37431,39870,44299,47344,48175,51955
13283,"Treutlen, GA",1831,2075,2291,2583,3178,3372,3547,3925,3940,4734,5437,5697,6392,7053,7350,7886,8428,8855,9030,9487,10411,11028,12118,12732,12734,13429,14167,14837,14614,15128,15387,15882,16664,17054,18172,18757,20142,21389,22278,23641,23921,24755,25898,25306,26036,25931,27603,28376,30024,30203,31761,34610,38425,39341,41701
